record_id,date,school_id,grade,total_students,present_students,teacher_present,marked_by
ATT0019337,18-01-2026,SCH-0043,3,50,50,1,Headmaster
ATT0003075,12-12-2025,SCH-0201,9,208,137,0,Clerk
ATT0007297,01-12-2025,SCH-0549,4,163,156,1,Admin
ATT0003279,11-08-2025,SCH-0563,1,46,36,1,Clerk
ATT0008004,10-01-2026,SCH-0074,5,187,187,0,Headmaster
ATT0017608,05-03-2026,SCH-0284,10,90,86,0,Clerk
ATT0008327,14-01-2026,SCH-0340,6,225,199,1,Headmaster
ATT0013517,17-04-2025,SCH-0123,2,259,218,1,Admin
ATT0007353,26-07-2025,SCH-0059,2,171,164,1,Class Teacher
ATT0013451,05-11-2025,SCH-0269,5,243,230,1,Headmaster
ATT0010752,09-03-2026,SCH-0460,8,108,65,1,Admin
ATT0007830,20-09-2025,SCH-0368,10,68,57,1,Not Recorded
ATT0016447,18-08-2025,SCH-0047,7,226,136,0,Not Recorded
ATT0007698,17-06-2025,SCH-0473,7,221,139,1,Headmaster
ATT0014428,07-06-2025,SCH-0331,8,194,142,1,Clerk
ATT0005669,28-11-2025,SCH-0299,6,150,114,1,Class Teacher
ATT0017756,28-04-2025,SCH-0083,5,278,178,1,Class Teacher
ATT0010660,03-10-2025,SCH-0189,5,230,162,0,Headmaster
ATT0017064,14-04-2025,SCH-0044,5,248,228,1,Not Recorded
ATT0008934,09-12-2025,SCH-0003,3,156,97,0,Admin
ATT0005308,04-12-2025,SCH-0333,1,191,139,1,Admin
ATT0017971,23-06-2025,SCH-0053,6,159,152,1,Headmaster
ATT0018830,26-08-2025,SCH-0310,5,50,34,1,Clerk
ATT0012856,20-12-2025,SCH-0237,4,159,103,1,Clerk
ATT0011036,11-02-2026,SCH-0543,4,173,129,0,Headmaster
,06-05-2025,SCH-0306,6,135,110,1,Admin
ATT0016679,11-10-2025,SCH-0538,6,222,211,1,Headmaster
ATT0008025,22-01-2026,SCH-0440,8,228,187,1,Not Recorded
ATT0010749,11-04-2025,SCH-0086,3,174,117,1,Not Recorded
ATT0016874,07-02-2026,SCH-0243,4,86,61,1,Headmaster
ATT0000691,07-02-2026,SCH-0350,8,167,131,1,Headmaster
ATT0012014,05-11-2025,SCH-0239,4,242,203,1,Headmaster
ATT0016987,06-02-2026,SCH-0544,6,248,234,1,Admin
ATT0010104,04-05-2025,SCH-0438,1,193,125,1,Clerk
ATT0001015,25-05-2025,SCH-0228,4,204,204,0,Headmaster
ATT0000870,24-04-2025,SCH-0338,5,89,95,1,Class Teacher
ATT0001994,14-07-2025,SCH-0088,2,98,95,1,Admin
ATT0010627,19-07-2025,SCH-0565,4,266,221,0,Class Teacher
ATT0011950,15-05-2025,SCH-0245,1,81,75,0,Headmaster
ATT0014840,29-09-2025,SCH-0203,2,155,102,0,Headmaster
ATT0014925,28-05-2025,SCH-0172,5,94,92,1,Admin
ATT0010559,27-01-2026,SCH-0564,6,86,79,1,Admin
ATT0007611,11-08-2025,SCH-0323,7,160,135,1,Clerk
ATT0005284,22-07-2025,SCH-0260,4,159,140,0,Clerk
ATT0004371,06-04-2025,SCH-0264,1,162,124,1,Not Recorded
ATT0001362,23-08-2025,SCH-0156,2,262,187,0,Class Teacher
ATT0001630,06-05-2025,SCH-0404,4,71,47,0,Class Teacher
ATT0012626,08-05-2025,SCH-0092,3,204,153,1,Clerk
ATT0001552,22-05-2025,SCH-0049,10,63,57,1,Class Teacher
ATT0008253,23-04-2025,SCH-0139,2,263,196,1,Class Teacher
ATT0010443,12-02-2026,SCH-0166,7,80,69,0,Headmaster
ATT0014632,26-09-2025,SCH-0274,1,232,142,1,Admin
ATT0005040,18-05-2025,SCH-0450,6,84,57,1,Clerk
ATT0018622,16-11-2025,SCH-0423,5,115,115,1,Clerk
ATT0005695,02-01-2026,SCH-0544,1,59,51,1,Admin
ATT0005120,18-08-2025,SCH-0456,2,261,165,1,Headmaster
ATT0001135,30-03-2026,SCH-0174,5,77,69,1,Headmaster
ATT0010997,26-06-2025,SCH-0446,2,83,53,1,Class Teacher
ATT0010279,22-01-2026,SCH-0397,9,205,188,1,Headmaster
ATT0010452,19-08-2025,SCH-0384,5,122,111,1,Clerk
ATT0004018,01-11-2025,SCH-0120,8,69,60,1,Class Teacher
ATT0010410,18-04-2025,SCH-0211,8,167,125,1,Admin
ATT0002425,06-04-2025,SCH-0550,1,92,92,1,Clerk
ATT0004139,05-10-2025,SCH-0533,2,263,250,1,Class Teacher
,30-11-2025,SCH-0286,5,206,184,1,Headmaster
ATT0000860,28-08-2025,SCH-0587,2,144,136,1,Headmaster
ATT0002963,13-06-2025,SCH-0461,4,239,195,1,Class Teacher
ATT0002427,09-09-2025,SCH-0198,2,101,101,1,Class Teacher
ATT0019309,19-02-2026,SCH-0146,2,252,230,0,Class Teacher
ATT0007675,13-04-2025,SCH-0158,5,114,97,1,Not Recorded
ATT0019938,18-06-2025,SCH-0516,10,80,78,1,Headmaster
ATT0016754,30-04-2025,SCH-0141,1,223,198,1,Class Teacher
ATT0004938,10-06-2025,SCH-0350,7,96,84,0,Not Recorded
ATT0010897,09-12-2025,SCH-0359,5,145,126,1,Headmaster
ATT0005286,04-01-2026,SCH-0478,5,164,111,0,Headmaster
ATT0008368,15-09-2025,SCH-0455,2,290,177,1,Clerk
ATT0012906,15-10-2025,SCH-0348,7,97,92,0,Headmaster
ATT0002094,14-04-2025,SCH-0559,9,205,192,1,Clerk
ATT0019168,17-12-2025,SCH-0087,1,102,90,1,Clerk
ATT0011337,31-05-2025,SCH-0278,9,166,124,1,Not Recorded
ATT0011684,13-06-2025,SCH-0110,1,87,67,1,Not Recorded
ATT0007818,08-06-2025,SCH-0306,5,67,51,1,Not Recorded
ATT0001921,20-07-2025,SCH-0330,9,288,305,0,Headmaster
ATT0000083,02-09-2025,SCH-0103,2,195,153,1,Not Recorded
ATT0017201,27-08-2025,SCH-0094,2,228,153,1,Clerk
ATT0013319,24-11-2025,SCH-0257,7,105,94,0,Not Recorded
ATT0018375,20-05-2025,SCH-0105,10,49,40,0,Headmaster
ATT0004397,11-06-2025,SCH-0081,5,192,120,1,Class Teacher
ATT0008476,28-11-2025,SCH-0056,2,90,86,0,Admin
ATT0001814,05-12-2025,SCH-0342,10,246,206,1,Headmaster
ATT0001272,15-11-2025,SCH-0568,3,89,71,1,Clerk
ATT0015227,24-08-2025,SCH-0155,8,298,298,1,Not Recorded
ATT0002995,13-10-2025,SCH-0439,5,63,44,1,Class Teacher
ATT0019764,17-11-2025,SCH-0175,3,70,56,1,Class Teacher
ATT0015675,28-09-2025,SCH-0473,8,41,25,1,Not Recorded
ATT0015439,07-10-2025,SCH-0230,3,63,45,1,Not Recorded
ATT0019151,31-08-2025,SCH-0382,7,277,179,0,Not Recorded
ATT0018376,24-01-2026,SCH-0548,3,90,79,0,Clerk
ATT0002643,23-06-2025,SCH-0427,1,142,120,1,Admin
ATT0009281,08-06-2025,SCH-0015,5,300,225,1,Class Teacher
ATT0017402,25-07-2025,SCH-0032,2,181,117,1,Admin
ATT0004196,19-02-2026,SCH-0154,1,245,254,1,Headmaster
ATT0013033,17-11-2025,SCH-0032,8,77,59,1,Not Recorded
ATT0012769,23-05-2025,SCH-0218,4,134,108,1,Admin
ATT0012361,07-06-2025,SCH-0331,5,231,200,0,Class Teacher
ATT0003850,05-02-2026,SCH-0182,2,195,139,1,Clerk
ATT0019716,10-07-2025,SCH-0550,8,139,158,1,Headmaster
ATT0019114,03-05-2025,SCH-0519,5,228,153,1,Headmaster
ATT0016195,16-03-2026,SCH-0405,6,152,113,1,Class Teacher
ATT0015254,04-09-2025,SCH-0185,3,123,92,0,Class Teacher
ATT0016194,18-12-2025,SCH-0331,2,105,73,0,Clerk
ATT0003555,14-09-2025,SCH-0400,3,155,155,1,Not Recorded
ATT0013238,31-07-2025,SCH-0555,7,123,77,1,Headmaster
ATT0002601,01-01-2026,SCH-0164,1,138,119,1,Headmaster
ATT0017969,12-11-2025,SCH-0237,4,286,194,1,Not Recorded
ATT0001519,21-07-2025,SCH-0479,8,222,195,1,Not Recorded
ATT0004118,28-10-2025,SCH-0217,1,103,62,1,Class Teacher
ATT0010826,26-09-2025,SCH-0356,4,114,106,1,Headmaster
ATT0005756,19-03-2026,SCH-0575,5,241,155,0,Class Teacher
ATT0005634,09-07-2025,SCH-0531,1,223,223,1,Not Recorded
ATT0008400,08-03-2026,SCH-0218,6,252,192,1,Not Recorded
ATT0018904,24-03-2026,SCH-0290,3,54,34,0,Not Recorded
ATT0013066,24-07-2025,SCH-0031,7,58,54,1,Class Teacher
ATT0007163,02-11-2025,SCH-0255,5,222,176,1,Headmaster
ATT0014257,29-03-2026,SCH-0199,8,180,180,1,Not Recorded
ATT0011738,12-03-2026,SCH-0482,3,83,58,0,Headmaster
ATT0015442,01-08-2025,SCH-0015,2,224,157,1,Headmaster
ATT0001989,04-01-2026,SCH-0535,9,116,116,0,Admin
ATT0007738,16-06-2025,SCH-0099,3,136,119,1,Headmaster
ATT0016902,20-11-2025,SCH-0216,5,227,236,1,Headmaster
ATT0010562,15-08-2025,SCH-0116,2,137,98,1,Class Teacher
ATT0000202,02-06-2025,SCH-0053,7,278,219,1,Class Teacher
ATT0000352,20-07-2025,SCH-0449,5,122,96,0,Clerk
ATT0015167,23-05-2025,SCH-0212,2,143,87,1,Not Recorded
ATT0004856,09-02-2026,SCH-0075,2,214,130,0,Admin
ATT0019633,28-05-2025,SCH-0315,5,95,64,1,Headmaster
ATT0009742,02-01-2026,SCH-0194,4,203,148,1,Headmaster
ATT0012503,16-11-2025,SCH-0347,5,170,139,0,Clerk
ATT0015951,22-12-2025,SCH-0183,5,179,130,0,Headmaster
ATT0003766,05-07-2025,SCH-0205,2,46,31,0,Not Recorded
ATT0018069,11-05-2025,SCH-0459,8,114,99,1,Not Recorded
ATT0013453,08-02-2026,SCH-0203,1,93,60,1,Headmaster
ATT0006433,27-02-2026,SCH-0500,4,77,66,1,Not Recorded
ATT0007847,04-02-2026,SCH-0184,3,293,215,0,Class Teacher
ATT0012254,02-08-2025,SCH-0221,3,244,146,0,Headmaster
ATT0016403,04-06-2025,SCH-0219,1,120,79,1,Not Recorded
ATT0016434,03-01-2026,SCH-0329,9,104,84,1,Clerk
ATT0000888,27-12-2025,SCH-0312,4,182,114,1,Headmaster
ATT0006262,11-02-2026,SCH-0154,3,130,86,1,Class Teacher
,10-08-2025,SCH-0175,2,199,180,1,Not Recorded
ATT0006044,07-01-2026,SCH-0214,8,242,219,1,Headmaster
ATT0010809,22-10-2025,SCH-0217,1,81,50,1,Not Recorded
ATT0001425,17-05-2025,SCH-0448,5,184,158,1,Class Teacher
ATT0016524,15-04-2025,SCH-0299,3,112,126,1,Class Teacher
ATT0015925,08-06-2025,SCH-0093,2,237,143,1,Headmaster
ATT0000113,29-01-2026,SCH-0254,5,179,111,0,Admin
ATT0008161,13-02-2026,SCH-0233,5,282,181,0,Not Recorded
ATT0019443,23-05-2025,SCH-0556,10,155,98,1,Not Recorded
ATT0016200,02-09-2025,SCH-0355,2,287,266,1,Class Teacher
ATT0004560,03-05-2025,SCH-0534,2,117,98,1,Clerk
ATT0002445,30-09-2025,SCH-0431,5,109,83,0,Class Teacher
ATT0011443,04-08-2025,SCH-0165,4,286,219,1,Class Teacher
ATT0011255,04-09-2025,SCH-0420,8,272,212,0,Headmaster
ATT0018639,05-10-2025,SCH-0429,4,171,135,0,Headmaster
ATT0008567,02-11-2025,SCH-0038,7,102,65,1,Clerk
ATT0016312,09-12-2025,SCH-0198,10,113,101,0,Admin
ATT0010759,19-06-2025,SCH-0513,1,115,96,1,Class Teacher
ATT0017267,18-06-2025,SCH-0221,3,94,78,1,Headmaster
ATT0016836,31-07-2025,SCH-0053,7,216,160,1,Class Teacher
ATT0003732,09-03-2026,SCH-0285,2,94,62,1,Headmaster
ATT0016061,17-01-2026,SCH-0083,2,104,95,1,Clerk
ATT0004987,05-02-2026,SCH-0143,9,124,101,0,Clerk
ATT0002764,21-02-2026,SCH-0394,5,257,195,1,Headmaster
ATT0013795,30-10-2025,SCH-0404,9,157,142,0,Class Teacher
ATT0019047,06-07-2025,SCH-0235,7,141,128,1,Admin
ATT0001856,20-12-2025,SCH-0282,4,112,104,0,Headmaster
ATT0015600,04-09-2025,SCH-0178,8,210,163,1,Not Recorded
ATT0012813,14-08-2025,SCH-0559,4,294,204,1,Clerk
ATT0001000,05-07-2025,SCH-0532,5,129,84,1,Admin
ATT0000390,23-11-2025,SCH-0004,2,107,112,0,Clerk
ATT0011600,26-07-2025,SCH-0536,1,266,182,1,Not Recorded
ATT0006427,10-04-2025,SCH-0298,1,132,96,1,Class Teacher
ATT0010579,23-05-2025,SCH-0073,6,143,119,1,Not Recorded
ATT0019931,08-08-2025,SCH-0448,7,180,157,0,Class Teacher
ATT0008113,07-05-2025,SCH-0525,10,181,146,1,Headmaster
ATT0017377,12-06-2025,SCH-0443,1,66,60,0,Admin
,29-03-2026,SCH-0107,2,173,113,0,Admin
ATT0014212,03-06-2025,SCH-0125,10,171,135,0,Not Recorded
ATT0019976,04-04-2025,SCH-0466,7,189,151,1,Class Teacher
ATT0004797,22-03-2026,SCH-0360,1,280,280,0,Class Teacher
ATT0004770,11-06-2025,SCH-0383,1,74,66,1,Clerk
ATT0011066,21-01-2026,SCH-0032,10,72,54,0,Headmaster
ATT0004174,24-09-2025,SCH-0004,3,199,174,1,Headmaster
ATT0019922,27-02-2026,SCH-0543,5,224,168,0,Admin
ATT0001908,16-08-2025,SCH-0309,1,155,129,1,Headmaster
ATT0004947,06-04-2025,SCH-0050,4,181,174,1,Admin
ATT0008561,07-02-2026,SCH-0110,2,209,165,1,Headmaster
ATT0006034,22-11-2025,SCH-0311,8,141,137,1,Class Teacher
ATT0007620,19-01-2026,SCH-0314,6,89,63,1,Headmaster
ATT0001152,12-06-2025,SCH-0572,5,217,192,1,Class Teacher
ATT0018981,24-12-2025,SCH-0296,5,105,121,1,Class Teacher
ATT0009690,01-08-2025,SCH-0309,4,257,197,1,Admin
ATT0007107,17-01-2026,SCH-0152,5,299,299,1,Headmaster
ATT0019617,20-05-2025,SCH-0363,3,192,186,1,Not Recorded
ATT0004288,30-07-2025,SCH-0211,1,158,146,1,Class Teacher
ATT0002231,18-03-2026,SCH-0182,8,199,174,0,Not Recorded
ATT0000175,23-01-2026,SCH-0192,4,159,116,1,Headmaster
ATT0008753,12-01-2026,SCH-0147,3,192,138,1,Headmaster
ATT0003409,30-08-2025,SCH-0310,6,79,64,1,Headmaster
ATT0001539,17-08-2025,SCH-0220,5,262,223,0,Headmaster
ATT0002293,27-08-2025,SCH-0515,9,222,185,1,Not Recorded
ATT0009524,16-02-2026,SCH-0486,6,255,255,0,Class Teacher
ATT0001364,04-02-2026,SCH-0264,9,132,110,1,Admin
ATT0004358,28-07-2025,SCH-0503,3,135,127,0,Headmaster
ATT0000681,07-08-2025,SCH-0049,2,122,76,1,Admin
ATT0013051,11-01-2026,SCH-0288,7,141,88,1,Clerk
ATT0003665,25-02-2026,SCH-0540,3,275,275,1,Not Recorded
ATT0000509,23-02-2026,SCH-0539,10,243,149,1,Not Recorded
ATT0000167,22-09-2025,SCH-0389,9,298,198,1,Admin
ATT0013690,18-04-2025,SCH-0172,7,166,147,1,Headmaster
ATT0018987,15-01-2026,SCH-0116,4,161,135,1,Headmaster
ATT0001915,21-12-2025,SCH-0061,5,86,78,1,Headmaster
ATT0007264,02-04-2025,SCH-0331,10,239,184,1,Headmaster
ATT0010729,11-04-2025,SCH-0181,8,191,117,0,Not Recorded
ATT0001105,11-11-2025,SCH-0428,4,72,43,0,Not Recorded
ATT0012068,27-04-2025,SCH-0131,3,161,99,1,Headmaster
ATT0002611,23-04-2025,SCH-0258,1,297,256,1,Admin
ATT0009945,07-03-2026,SCH-0071,1,161,123,1,Class Teacher
ATT0005311,03-11-2025,SCH-0444,5,46,36,0,Headmaster
ATT0018131,20-12-2025,SCH-0197,7,276,240,0,Headmaster
ATT0011109,30-06-2025,SCH-0155,1,81,53,1,Clerk
ATT0011157,17-04-2025,SCH-0572,7,43,33,1,Headmaster
ATT0000153,06-12-2025,SCH-0522,4,224,193,0,Headmaster
ATT0013423,02-09-2025,SCH-0053,3,43,39,1,Not Recorded
ATT0002833,31-12-2025,SCH-0130,8,257,257,1,Class Teacher
ATT0011263,03-12-2025,SCH-0299,1,126,120,0,Class Teacher
ATT0017546,24-05-2025,SCH-0329,2,194,122,1,Clerk
ATT0003552,09-06-2025,SCH-0443,6,290,290,1,Class Teacher
ATT0018171,10-10-2025,SCH-0523,9,121,101,1,Clerk
ATT0019289,27-10-2025,SCH-0367,9,292,184,1,Headmaster
ATT0012542,19-04-2025,SCH-0386,2,156,96,1,Headmaster
ATT0004539,18-10-2025,SCH-0060,2,297,257,0,Not Recorded
ATT0014368,24-06-2025,SCH-0545,2,173,133,1,Not Recorded
ATT0018927,21-02-2026,SCH-0542,2,104,85,1,Not Recorded
ATT0010015,15-02-2026,SCH-0238,9,125,95,0,Headmaster
ATT0012279,09-03-2026,SCH-0492,7,176,113,0,Admin
ATT0018107,28-02-2026,SCH-0026,3,62,47,1,Headmaster
ATT0015089,31-12-2025,SCH-0303,1,139,102,0,Not Recorded
ATT0019792,24-12-2025,SCH-0072,1,211,168,1,Not Recorded
ATT0005142,23-05-2025,SCH-0005,3,51,41,1,Admin
ATT0011815,19-07-2025,SCH-0573,4,114,92,1,Headmaster
ATT0019471,26-02-2026,SCH-0204,9,52,46,0,Not Recorded
ATT0003451,16-02-2026,SCH-0475,3,63,48,1,Admin
ATT0016590,04-11-2025,SCH-0132,4,144,109,1,Admin
ATT0013157,31-12-2025,SCH-0281,6,133,133,1,Admin
ATT0002750,21-10-2025,SCH-0085,2,66,51,1,Clerk
ATT0012708,28-05-2025,SCH-0510,3,151,104,1,Clerk
ATT0013132,14-09-2025,SCH-0526,2,133,110,1,Admin
ATT0012252,14-09-2025,SCH-0589,3,134,126,1,Class Teacher
ATT0010180,17-05-2025,SCH-0173,3,164,146,1,Headmaster
ATT0005811,25-07-2025,SCH-0559,5,242,250,1,Headmaster
ATT0005635,21-12-2025,SCH-0415,6,240,240,1,Clerk
ATT0011581,28-03-2026,SCH-0345,1,74,60,0,Class Teacher
ATT0013927,13-04-2025,SCH-0589,10,213,213,1,Clerk
ATT0019935,14-08-2025,SCH-0468,3,293,196,1,Admin
ATT0001381,23-01-2026,SCH-0410,7,300,275,1,Not Recorded
ATT0019384,28-01-2026,SCH-0072,1,170,104,1,Headmaster
ATT0014902,22-09-2025,SCH-0368,4,246,152,0,Headmaster
ATT0003833,30-12-2025,SCH-0132,6,146,104,1,Admin
ATT0019479,13-07-2025,SCH-0469,1,78,78,1,Headmaster
ATT0004777,03-02-2026,SCH-0091,4,106,76,1,Class Teacher
ATT0004277,20-07-2025,SCH-0549,5,227,192,0,Not Recorded
ATT0004959,24-05-2025,SCH-0567,5,252,204,0,Headmaster
ATT0019133,22-03-2026,SCH-0519,5,172,122,1,Headmaster
ATT0018337,15-02-2026,SCH-0020,1,100,100,1,Clerk
ATT0016663,01-07-2025,SCH-0572,2,202,134,1,Not Recorded
ATT0007416,08-11-2025,SCH-0007,9,189,119,0,Headmaster
ATT0003253,17-08-2025,SCH-0287,6,48,33,0,Headmaster
ATT0017649,05-12-2025,SCH-0556,2,278,188,1,Class Teacher
ATT0016674,04-03-2026,SCH-0180,3,187,116,1,Admin
ATT0018814,17-09-2025,SCH-0425,10,113,113,0,Admin
ATT0018536,21-11-2025,SCH-0173,1,232,163,1,Not Recorded
ATT0014301,26-02-2026,SCH-0121,1,233,199,1,Clerk
ATT0015524,06-05-2025,SCH-0591,2,85,75,1,Class Teacher
ATT0014271,04-08-2025,SCH-0146,1,145,125,0,Headmaster
ATT0012328,27-07-2025,SCH-0060,4,297,218,1,Headmaster
ATT0011547,04-07-2025,SCH-0086,5,171,106,0,Admin
ATT0015640,02-08-2025,SCH-0247,3,250,233,1,Class Teacher
ATT0015043,02-02-2026,SCH-0247,3,165,131,1,Admin
ATT0014209,15-12-2025,SCH-0488,1,169,176,1,Headmaster
ATT0002469,05-02-2026,SCH-0486,9,145,88,0,Clerk
ATT0018631,01-06-2025,SCH-0397,1,75,75,1,Admin
ATT0016655,19-12-2025,SCH-0038,5,155,95,1,Headmaster
ATT0011758,02-02-2026,SCH-0412,10,90,59,1,Headmaster
ATT0013870,25-01-2026,SCH-0010,6,107,65,1,Clerk
ATT0016999,01-03-2026,SCH-0183,8,187,135,1,Clerk
ATT0009584,08-04-2025,SCH-0193,3,146,109,1,Class Teacher
ATT0006697,25-10-2025,SCH-0027,9,235,147,1,Headmaster
ATT0003181,16-02-2026,SCH-0213,8,92,55,1,Class Teacher
ATT0015090,05-09-2025,SCH-0492,10,131,116,0,Clerk
ATT0008276,20-05-2025,SCH-0407,5,285,256,1,Admin
ATT0009066,06-07-2025,SCH-0161,1,155,155,1,Class Teacher
ATT0011031,04-01-2026,SCH-0453,4,157,113,1,Admin
ATT0018563,16-10-2025,SCH-0209,4,140,114,1,Not Recorded
ATT0004558,05-05-2025,SCH-0573,3,102,94,1,Headmaster
ATT0007813,01-02-2026,SCH-0363,10,172,119,1,Headmaster
ATT0012840,25-12-2025,SCH-0465,4,296,255,1,Not Recorded
ATT0006298,15-02-2026,SCH-0082,8,260,237,1,Not Recorded
ATT0010880,19-12-2025,SCH-0475,9,80,72,1,Headmaster
ATT0014535,08-02-2026,SCH-0269,3,108,99,1,Admin
ATT0017816,15-07-2025,SCH-0118,7,182,143,1,Clerk
ATT0001133,29-10-2025,SCH-0094,9,258,258,1,Headmaster
ATT0010643,22-08-2025,SCH-0531,7,179,150,1,Class Teacher
ATT0010522,06-05-2025,SCH-0122,5,147,140,1,Class Teacher
ATT0018182,15-08-2025,SCH-0163,3,249,222,0,Headmaster
ATT0019961,14-06-2025,SCH-0428,5,265,190,1,Headmaster
,10-07-2025,SCH-0574,5,272,171,1,Headmaster
ATT0012997,15-02-2026,SCH-0538,5,227,227,1,Class Teacher
ATT0001773,19-07-2025,SCH-0567,4,86,59,0,Clerk
ATT0010594,01-11-2025,SCH-0546,2,250,165,1,Headmaster
ATT0001914,22-09-2025,SCH-0054,1,196,122,1,Admin
ATT0014213,15-09-2025,SCH-0075,4,166,136,1,Admin
ATT0009257,27-02-2026,SCH-0503,4,143,119,1,Admin
ATT0012603,15-09-2025,SCH-0014,8,207,219,1,Class Teacher
ATT0014189,28-01-2026,SCH-0445,4,254,193,1,Class Teacher
ATT0015418,03-05-2025,SCH-0182,5,95,74,1,Headmaster
ATT0001106,01-07-2025,SCH-0258,10,73,52,1,Not Recorded
ATT0017077,19-05-2025,SCH-0530,9,49,37,1,Clerk
ATT0018481,24-07-2025,SCH-0160,1,54,33,1,Clerk
ATT0004957,07-09-2025,SCH-0533,2,266,266,1,Admin
ATT0008308,03-10-2025,SCH-0584,7,122,75,1,Not Recorded
ATT0001454,17-09-2025,SCH-0075,7,83,83,1,Headmaster
ATT0003697,21-09-2025,SCH-0020,2,272,272,0,Class Teacher
ATT0007779,15-04-2025,SCH-0190,6,156,156,1,Not Recorded
ATT0019473,10-04-2025,SCH-0093,3,65,44,0,Headmaster
ATT0000629,12-01-2026,SCH-0512,2,217,169,1,Headmaster
ATT0002452,17-06-2025,SCH-0193,5,54,43,1,Clerk
ATT0017642,04-01-2026,SCH-0017,4,158,99,1,Admin
ATT0005000,04-12-2025,SCH-0180,1,224,177,0,Admin
ATT0002177,19-07-2025,SCH-0313,10,265,236,0,Headmaster
ATT0019026,01-01-2026,SCH-0237,5,211,200,1,Not Recorded
ATT0002788,29-04-2025,SCH-0490,2,130,89,1,Class Teacher
ATT0012298,13-09-2025,SCH-0532,1,198,188,1,Clerk
ATT0001197,08-03-2026,SCH-0340,1,161,141,1,Class Teacher
ATT0007619,02-09-2025,SCH-0087,3,284,198,1,Admin
ATT0004445,20-09-2025,SCH-0432,4,135,113,1,Headmaster
ATT0011129,07-08-2025,SCH-0295,4,279,237,1,Admin
ATT0015515,13-03-2026,SCH-0506,5,277,167,1,Admin
ATT0005723,02-12-2025,SCH-0234,1,42,35,1,Clerk
ATT0018427,16-03-2026,SCH-0327,2,160,149,0,Class Teacher
ATT0010696,04-07-2025,SCH-0363,1,297,268,1,Not Recorded
ATT0004968,10-05-2025,SCH-0080,1,125,79,1,Admin
ATT0010411,17-05-2025,SCH-0009,1,265,188,1,Headmaster
ATT0004010,31-03-2026,SCH-0543,10,109,81,1,Class Teacher
ATT0015516,27-01-2026,SCH-0319,1,110,99,1,Class Teacher
ATT0003584,05-02-2026,SCH-0373,5,276,239,1,Class Teacher
ATT0002347,12-12-2025,SCH-0066,9,162,120,0,Class Teacher
ATT0012425,14-09-2025,SCH-0312,2,99,111,1,Headmaster
,20-10-2025,SCH-0369,8,71,51,1,Headmaster
ATT0003668,22-08-2025,SCH-0027,5,224,149,1,Headmaster
ATT0012475,17-12-2025,SCH-0099,8,62,56,0,Clerk
ATT0012783,07-09-2025,SCH-0540,3,149,149,0,Not Recorded
ATT0010212,26-03-2026,SCH-0074,2,205,133,0,Class Teacher
ATT0003424,25-02-2026,SCH-0332,2,71,54,1,Class Teacher
ATT0010718,19-03-2026,SCH-0267,5,75,60,0,Headmaster
ATT0008200,09-12-2025,SCH-0067,5,69,64,0,Not Recorded
ATT0019307,18-04-2025,SCH-0294,7,52,42,0,Headmaster
ATT0005367,05-10-2025,SCH-0035,9,162,162,1,Class Teacher
ATT0017314,21-03-2026,SCH-0400,4,266,201,1,Admin
ATT0002896,10-09-2025,SCH-0027,2,106,95,1,Headmaster
ATT0014123,02-08-2025,SCH-0068,5,159,131,1,Class Teacher
ATT0001297,25-11-2025,SCH-0476,6,252,155,1,Not Recorded
ATT0003643,03-06-2025,SCH-0092,5,154,142,1,Headmaster
ATT0017900,07-09-2025,SCH-0020,2,206,201,0,Headmaster
ATT0019112,13-06-2025,SCH-0376,3,201,178,1,Clerk
ATT0000452,22-12-2025,SCH-0223,5,123,118,1,Headmaster
ATT0017654,10-12-2025,SCH-0178,10,77,54,0,Not Recorded
ATT0008549,26-07-2025,SCH-0491,8,141,100,0,Not Recorded
ATT0005452,03-09-2025,SCH-0379,7,75,59,0,Headmaster
ATT0010686,22-06-2025,SCH-0497,3,65,46,0,Not Recorded
ATT0015450,16-04-2025,SCH-0275,3,286,300,0,Headmaster
ATT0007867,09-10-2025,SCH-0157,1,51,33,1,Headmaster
ATT0012868,04-12-2025,SCH-0006,10,144,105,1,Headmaster
ATT0014608,11-12-2025,SCH-0328,9,270,254,0,Headmaster
ATT0009798,28-01-2026,SCH-0463,6,285,259,0,Headmaster
ATT0011756,07-11-2025,SCH-0333,4,105,88,0,Headmaster
ATT0013980,21-04-2025,SCH-0199,5,211,169,1,Headmaster
ATT0009739,12-08-2025,SCH-0110,2,184,153,1,Headmaster
ATT0014386,07-03-2026,SCH-0281,5,210,203,0,Not Recorded
ATT0006475,12-07-2025,SCH-0314,4,138,122,1,Headmaster
ATT0008812,25-07-2025,SCH-0341,7,47,28,0,Not Recorded
ATT0000493,06-08-2025,SCH-0030,2,112,84,0,Clerk
ATT0011692,31-07-2025,SCH-0322,5,60,48,1,Admin
ATT0018671,28-08-2025,SCH-0388,3,41,30,1,Headmaster
ATT0001117,03-08-2025,SCH-0539,2,165,165,1,Class Teacher
ATT0005638,21-09-2025,SCH-0042,5,87,66,1,Not Recorded
ATT0005086,20-09-2025,SCH-0405,1,268,251,0,Headmaster
ATT0001758,22-07-2025,SCH-0301,7,268,191,0,Admin
ATT0011487,01-08-2025,SCH-0559,1,174,153,0,Admin
ATT0017948,01-02-2026,SCH-0518,1,264,166,1,Clerk
